bvid,link,title,desc,pub_time,cover,tname,view,danmaku,reply,favorite,coin,share,like,author_name,author_face,author_fans
BV1FY4y1e7jK,https://www.bilibili.com/video/BV1FY4y1e7jK,【崩坏3/观星】相虎,"原曲：《相虎》

作品类型：翻调
策/填/调/剪/混：某科学的卡面来打
vsqx：余若
翻唱：赤羽

这一期早就想做了，只是迫于各种原因并没有赶上热度（苦笑），希望大家能喜欢这期",2022-04-29 18:30:00,http://i2.hdslb.com/bfs/archive/3e8611c641162f253d7fb24e8fa25b6fc7cf6376.jpg,,42216,86,106,1255,971,57,2267,某科学的卡面来打,https://i1.hdslb.com/bfs/face/85bed1fe21d519d9b0f9508b35425b924180e718.jpg,63269
