bvid,link,title,desc,pub_time,cover,tname,view,danmaku,reply,favorite,coin,share,like,author_name,author_face,author_fans
BV1Q54y1d7Gp,https://www.bilibili.com/video/BV1Q54y1d7Gp,【崩坏3/识宝】⚡Bad Apple！！⚡,"原曲：《Bad Apple》
制作：某科学的卡面来打
填词：苏乘
翻唱：赤羽&诗岸
封面画师：咕咕咕夕

“崩三里最强的不是符华，ko no 识宝哒！”",2022-05-27 18:30:00,http://i0.hdslb.com/bfs/archive/d8e0ba1888b3637365d7f1c6c6858b3f9e1ccfb1.jpg,,108354,93,166,2844,1827,124,6310,某科学的卡面来打,https://i1.hdslb.com/bfs/face/85bed1fe21d519d9b0f9508b35425b924180e718.jpg,63269
