bvid,link,title,desc,pub_time,cover,tname,view,danmaku,reply,favorite,coin,share,like,author_name,author_face,author_fans
BV1Hm4y1x7t2,https://www.bilibili.com/video/BV1Hm4y1x7t2,【崩铁填词】穹开心，但是DNA有点乱,"原曲：《穷开心》

作品类型：翻调
填词：某科学的卡面来打
调音：南风知我韵
演唱：林籁

崩铁真是一个梗组成的故事啊（感叹）",2023-08-02 12:10:00,http://i0.hdslb.com/bfs/archive/cd532e2e225e9601275bf7a097ec95b779a95ab6.jpg,,145235,143,101,4339,675,184,7181,某科学的卡面来打,https://i1.hdslb.com/bfs/face/85bed1fe21d519d9b0f9508b35425b924180e718.jpg,63269
