bvid,link,title,desc,pub_time,cover,tname,view,danmaku,reply,favorite,coin,share,like,author_name,author_face,author_fans
BV1Ym4y1Z7F1,https://www.bilibili.com/video/BV1Ym4y1Z7F1,【崩坏3符华生日会】不问天,"【崩坏3】2022符华生日会链接：BV1Y44y1H7FB

作品类型：翻调
原曲出处：BV1sv4y1f7Q2
填词/调音/混音：某科学的卡面来打
演唱：赤羽
曲绘：@嘘鲲蛞蛞子   
后期：@睡不醒的问号   @-墨水罐头-   @NZ映画  

首先先祝上仙，生日快乐，很感谢大佬们这次可以带我玩，感谢所有制作人员的努力！符华生日快乐！",2022-02-09 19:39:45,http://i0.hdslb.com/bfs/archive/2d3d5e205c5761a209a2feb6c2410747e5355ef5.jpg,,33457,146,129,1174,995,70,2281,某科学的卡面来打,https://i1.hdslb.com/bfs/face/85bed1fe21d519d9b0f9508b35425b924180e718.jpg,63269
