bvid,link,title,desc,pub_time,cover,tname,view,danmaku,reply,favorite,coin,share,like,author_name,author_face,author_fans
BV1rU4y1J7hP,https://www.bilibili.com/video/BV1rU4y1J7hP,【崩坏三/赤羽】《“丢”律的萨日朗》，律者丢人集锦~,"原曲出处：BV1V7411o7Zm

作品类型：翻调
作词：某科学的卡面来打
演唱：赤羽
调教/混音：某科学的卡面来打
pv制作：某科学的五河士织

感谢大家对作品的支持
我们会继续整出更好的活的~求三连求关注~",2021-08-06 19:05:03,http://i0.hdslb.com/bfs/archive/c3d4275aa99fb3a38f074506944d1d3be81f46d3.jpg,,122320,246,266,2554,1641,150,7466,某科学的卡面来打,https://i1.hdslb.com/bfs/face/85bed1fe21d519d9b0f9508b35425b924180e718.jpg,63269
