bvid,link,title,desc,pub_time,cover,tname,view,danmaku,reply,favorite,coin,share,like,author_name,author_face,author_fans
BV1w8411x7J4,https://www.bilibili.com/video/BV1w8411x7J4,【崩坏3六周年】用六年时光谱写一首《万神纪》,"万神纪——崩三版
策划丨调音：某科学的卡面来打
填词丨剪辑：苏乘
翻唱：赤羽丨苍穹

崩坏3六周年快乐！为了做好这期稿件，我已经不知道熬夜多少次了，给个三连救救我因肝稿子掉落的头发吧~",2022-10-03 11:45:00,http://i2.hdslb.com/bfs/archive/69cd30466847b27469b82e8cc48111a92afd8d3e.jpg,,154657,77,157,4195,3008,122,6186,某科学的卡面来打,https://i1.hdslb.com/bfs/face/85bed1fe21d519d9b0f9508b35425b924180e718.jpg,63269
